Gender,HeightCm,WeightKg
Female,149,62
Male,148,55
Male,176,93
Male,155,88
Female,159,51
Female,172,90
Female,149,64
Female,144,73
Male,165,77
Male,141,94
Male,140,80
Male,151,96
Male,155,65
Female,174,92
Female,159,82
Male,178,76
Female,150,94
Male,153,71
Female,174,79
Female,158,98
Male,153,51
Male,157,62
Female,177,75
Female,176,66
Female,145,58
Male,171,71
Female,173,71
Male,140,94
Female,168,96
Male,167,63
Male,142,86
Male,152,89
Female,168,94
Male,148,64
Female,168,55
Male,159,99
Male,157,82
Female,177,62
Female,160,65
Female,154,73
Male,145,96
Male,169,63
Male,154,67
Male,152,85
Female,148,67
Male,143,79
Male,153,53
Female,171,76
Female,163,56
Female,170,79
Male,161,67
Male,174,52
Male,154,55
Male,164,99
Female,141,87
Female,148,83
Female,141,96
Female,141,79
Male,173,62
Male,143,94
Female,179,59
Male,145,62
Male,171,55
Female,177,74
Female,140,69
Female,161,93
Male,145,81
Male,141,53
Male,149,77
Female,140,69
Female,156,67
Female,166,82
Male,169,86
Male,169,74
Male,153,54
Male,151,69
Male,155,75
Male,166,91
Female,144,96
Male,164,89
Female,162,55
Female,162,68
Female,165,96
Male,171,94
Female,172,78
Male,154,77
Female,147,62
Male,152,82
Female,177,54
Male,175,74
Male,164,90
Male,159,96
Female,155,85
Male,161,77
Male,173,65
Male,171,54
Male,145,97
Male,179,53
Female,179,92
Female,146,58
Female,155,51
Male,171,59
Male,145,97
Male,177,87
Female,170,97
Female,152,67
Female,161,73
Female,176,79
Female,164,77
Male,147,98
Female,156,76
Female,152,89
Female,150,83
Female,162,58
Female,173,57
Male,159,99
Male,178,87
Male,154,56
Male,146,83
Male,146,92
Male,142,68
Male,170,88
Male,179,95
Male,159,55
Male,154,78
Male,168,99
Male,163,76
Female,172,90
Female,157,77
Female,153,88
Female,143,85
Male,165,79
Male,146,92
Female,159,98
Male,167,68
Male,176,70
Male,153,70
Male,140,86
Female,162,60
Male,179,92
Male,165,73
Female,175,50
Female,165,64
Male,157,59
Female,156,74
Female,169,83
Male,164,76
Female,156,51
Female,150,85
Male,174,94
Female,140,51
Male,144,60
Female,167,61
Male,163,92
Female,177,71
Male,153,96
Male,140,97
Male,166,68
Female,177,85
Female,162,79
Male,176,60
Female,172,83
Female,175,90
Female,148,89
Male,170,52
Male,178,82
Male,150,80
Female,177,66
Female,144,93
Female,161,69
Female,142,93
Male,165,52
Female,170,52
Female,159,73
Male,155,95
Male,168,61
Female,173,83
Male,176,70
Female,143,73
Male,157,95
Female,152,74
Male,169,96
Male,147,84
Male,159,94
Female,172,62
Male,162,95
Female,172,71
Male,152,86
Male,160,55
Male,156,56
Male,179,95
Male,178,91
Male,148,83
Female,141,70
Male,166,98
Female,140,60
Male,164,65
Male,178,89
Male,163,89
Female,154,61
Female,146,86
Male,148,70
Female,150,55
Female,159,52
Female,148,58
Female,155,81
Male,146,58
Female,159,82
Female,154,88
Female,175,82
Female,170,78
Male,176,63
Male,168,50
Female,142,65
Male,149,85
Female,165,68
Female,147,74
Male,155,82
Male,177,74
Female,161,81
Female,152,53
Male,164,57
Female,175,66
Female,171,96
Female,157,96
Male,172,65
Male,144,98
Male,178,87
Female,148,77
Female,164,81
Male,161,62
Male,179,88
Female,153,89
Male,171,51
Male,148,85
Female,171,90
Male,165,53
Female,142,57
Male,168,65
Male,153,89
Female,142,72
Female,171,86
Male,164,63
Male,166,90
Female,171,66
Female,141,59
Female,141,72
Male,169,65
Female,142,64
Female,143,81
Female,177,55
Female,159,64
Female,153,66
Male,160,65
Female,147,86
Female,145,83
Male,152,56
Female,178,89
Female,155,77
Male,155,54
Female,153,98
Male,140,69
Female,149,70
Male,176,65
Male,149,99
Female,164,79
Female,169,59
Male,146,80
Female,149,67
Female,172,76
Female,175,51
Male,173,89
Male,149,77
Male,147,52
Female,145,84
Female,166,71
Male,143,71
Male,171,94
Female,141,53
Female,164,67
Female,146,98
Male,174,57
Male,163,56
Female,146,67
Female,146,70
Male,178,85
Female,147,81
Male,177,77
Female,163,62
Female,154,56
Male,174,71
Male,164,76
Male,167,72
Female,179,65
Female,164,70
Female,171,57
Female,176,55
Female,175,59
Female,174,98
Male,164,90
Male,164,83
Male,165,66
Female,143,89
Male,146,78
Female,179,58
Female,154,72
Female,147,64
Female,158,97
Male,149,53
Male,146,98
Male,156,68
Male,169,71
Female,167,89
Male,171,68
Male,175,77
Female,154,77
Female,149,93
Male,151,73
Male,178,64
Male,172,92
Female,173,50
Male,141,57
Female,163,88
Female,164,70
Female,140,89
Female,142,88
Female,156,72
Female,141,91
Female,173,51
Male,156,77
Male,169,89
Male,148,91
Male,143,90
Female,143,53
Female,145,90
Female,147,76
Female,153,94
Female,163,77
Male,177,56
Male,174,66
Male,155,88
Female,175,85
Female,171,83
Male,151,85
Male,148,50
Male,145,77
Female,145,77
Female,167,75
Female,177,60
Female,142,58
Female,158,82
Male,150,61
Female,177,81
Male,159,67
Female,172,55
Female,177,98
Female,168,68
Female,174,79
Male,172,98
Female,179,54
Female,157,56
Female,179,67
Male,157,91
Male,156,55
Female,165,65
Male,140,94
Female,147,73
Female,169,53
Male,167,64
Female,167,92
Male,159,69
Female,162,78
Female,141,63
Female,160,71
Female,161,80
Female,165,67
Female,142,91
Male,168,63
Female,175,92
Female,177,57
Male,176,64
Male,166,85
Male,159,62
Female,178,50
Male,147,97
Female,143,74
Female,154,63
Female,152,95
Male,140,51
Male,174,50
Male,162,95
Female,144,61
Female,163,92
Female,158,59
Female,178,62
Female,160,51
Female,149,86
Male,165,95
Male,146,62
Male,179,86
Male,178,58
Female,169,75
Female,146,96
Male,159,76
Male,143,51
Female,175,88
Female,152,91
Male,152,84
Female,172,81
Female,154,51
Female,141,51
Male,176,92
Female,175,52
Female,177,71
Male,151,79
Male,142,90
Female,150,74
Female,160,77
Female,148,83
Male,177,64
Female,165,86
Male,151,92
Female,179,75
Female,153,75
Male,144,95
Female,145,90
Male,146,88
Male,146,82
Male,175,50
Male,156,94
Female,158,94
Female,171,73
Male,164,58
Female,176,92
Female,171,58
Male,148,68
Male,174,80
Male,151,67
Male,167,76
Female,160,73
Male,149,72
Female,174,85
Male,156,68
Female,141,82
Female,166,83
Female,150,88
Male,151,72
Male,140,63
Male,159,99
Female,170,50
Female,157,81
Male,145,50
Female,169,63
Female,170,98
Male,175,93
Female,142,73
Female,179,97
Female,154,71
Female,173,54
Male,143,67
Female,155,53
Female,174,83
Male,161,90
Male,141,90
Female,152,57
Female,155,55
Female,154,96
Female,174,92
Male,159,76
Female,176,66
Male,177,93
Male,160,59
Female,163,70
Male,175,99
Female,163,58
Female,173,51
Male,169,83
Female,164,76
Male,146,88
Male,178,92
Female,152,82
Female,169,77
Female,174,67
Female,152,66
Male,176,87
Female,170,70
Male,175,74
Male,140,97
Female,160,81
Female,153,61
Female,177,87
Female,144,73
Male,166,95
Male,179,50
Female,172,52
Male,160,89
Male,149,98
Female,148,98
Female,176,81
Female,172,67
Male,148,51
Female,146,72
Male,149,86
Female,171,86
Female,171,97
Male,143,91
Female,168,60
Male,155,69
Male,163,83
Female,150,62
Male,149,64
Male,163,58
Male,151,77
Male,167,95
Male,178,85
Male,147,73
Male,167,75
Male,148,53
Female,149,69
Male,170,92
Male,160,79
Female,167,92
Male,159,76
Male,147,70
Male,150,99
Female,147,93
Female,144,63
Male,146,56
Male,154,92
Male,149,95
Female,175,68
Male,155,59
Female,154,53
Male,176,94
Female,157,97
Female,145,81
Male,158,64
Female,169,87
Female,176,61
Male,142,63
Female,163,91
Female,142,54
Female,144,52
Female,146,83
Female,168,96
Male,169,52
Female,158,67
Female,170,70
Male,174,68
Female,171,80
Male,141,97
Female,149,64
Male,175,95
Female,169,57
Female,172,99
Male,170,55
Male,144,74
Male,162,99
Male,141,69
Male,177,80
Male,176,53
Female,145,93
Male,141,69
Female,171,80
Female,169,93
Female,170,77
Female,177,98
Female,174,54
Female,170,61
Female,148,51
Male,167,71
Male,168,60
Male,165,50
Male,160,93
Male,152,73
Female,147,72
Male,161,91
Male,167,93
Male,160,91
Female,163,74
Male,169,95
Female,164,65
Male,155,83
Female,172,92
Female,161,93
Male,152,65
Female,158,76
Female,168,59
Female,145,60
Female,145,99
Male,174,63
Female,164,99
Female,177,98
Female,159,64
Male,158,81
Female,169,66
Male,143,69
Female,162,68
Male,148,83
Male,143,87
Female,152,66
Male,167,55
Male,142,96
Male,144,95
Female,154,55
Female,170,62
Female,153,73
Male,167,54
Male,165,53
Male,171,66
Male,147,77
Male,173,92
Female,154,92
Female,145,58
Male,164,87
Male,160,94
Male,164,61
Male,154,63
Male,160,79
Female,148,96
Female,167,63
Male,157,74
Male,158,51
Female,169,69
Female,179,70
Male,169,57
Female,160,75
Male,152,67
Male,162,76
Female,176,78
Male,149,84
Female,143,91
Female,154,67
Male,172,89
Male,154,71
Male,178,85
Male,167,52
Male,150,81
Female,145,94
Male,150,71
Female,161,69
Male,162,67
Female,167,88
Female,151,67
Female,157,76
Female,160,77
Female,177,65
Male,159,85
Female,168,80
Male,141,97
Female,155,71
Male,164,50
Female,145,60
Female,146,55
Female,159,83
Female,166,50
Male,158,58
Male,157,63
Female,162,90
Female,163,74
Female,143,64
Male,140,54
Male,151,96
Female,151,67
Female,146,86
Female,148,91
Male,174,74
Female,154,72
Male,167,72
Female,169,69
Female,162,73
Male,140,60
Male,166,84
Female,150,81
Male,179,64
Female,175,65
Female,173,70
Female,151,93
Female,173,78
Female,145,74
Female,155,85
Female,165,81
Male,152,73
Male,143,51
Female,166,74
Male,176,56
Male,142,97
Female,162,85
Male,174,62
Male,164,78
Female,141,54
Male,149,53
Male,147,71
Male,172,97
Female,164,65
Male,145,81
Female,173,88
Female,150,74
Female,149,76
Male,178,71
Male,151,84
Male,178,92
Female,170,91
Female,164,75
Male,166,74
Male,167,56
Male,154,59
Male,162,69
Female,153,76
Male,158,67
Male,148,95
Female,163,50
Male,178,84
Female,152,56
Male,159,57
Male,152,93
Male,166,95
Male,156,98
Female,168,65
Male,177,72
Male,150,98
Male,178,92
Male,158,82
Male,167,75
Female,178,89
Female,167,60
Male,165,98
Female,177,59
Female,141,59
Male,155,72
Male,164,87
Female,163,72
Female,151,84
Male,151,80
Male,177,58
Female,163,95
Male,167,70
Male,144,56
Female,166,86
Male,141,86
Male,156,60
Male,159,67
Male,155,68
Female,161,70
Female,177,54
Male,156,77
Female,143,93
Female,160,82
Male,146,90
Male,153,66
Female,140,95
Male,143,84
Female,152,77
Female,151,60
Female,149,54
Female,146,97
Male,169,94
Female,149,91
Male,157,85
Male,165,86
Male,158,98
Male,156,60
Male,158,68
Female,153,93
Male,155,62
Female,171,66
Male,164,61
Male,177,99
Male,170,84
Female,160,69
Male,142,71
Male,157,54
Female,173,55
Female,162,52
Female,171,60
Female,160,68
Male,157,61
Female,145,52
Female,174,50
Male,170,87
Female,154,71
Female,157,69
Male,160,98
Female,174,74
Male,177,73
Male,163,87
Female,144,70
Female,168,81
Male,142,95
Male,152,69
Female,167,59
Female,172,74
Female,144,79
Female,178,72
Male,169,99
Male,146,69
Female,150,68
Female,145,61
Female,156,94
Female,148,68
Male,140,73
Female,161,52
Male,161,78
Female,179,62
Female,141,89
Male,153,96
Female,167,62
Female,143,77
Male,154,58
Female,161,75
Male,175,78
Male,176,63
Male,171,84
Female,157,84
Female,159,87
Female,153,98
Female,171,69
Female,165,55
Male,153,59
Female,150,74
Female,160,80
Male,161,52
Male,160,55
Female,140,80
Male,168,77
Male,160,80
Male,159,76
Female,153,63
Female,156,88
Male,152,94
Male,148,64
Male,177,84
Male,140,90
Male,172,73
Female,143,93
Female,178,56
Male,150,75
Male,153,62
Female,147,92
Female,140,58
Female,160,65
Female,177,53
Male,165,80
Female,165,93
Male,151,67
Male,172,61
Female,142,96
Female,161,99
Male,148,89
Male,156,89
Female,163,58
Male,149,63
Female,148,53
Male,141,60
Male,154,95
Male,165,54
Male,154,68
Male,141,65
Male,168,88
Male,168,79
Female,161,66
Male,151,66
Female,145,62
Female,162,85
Male,170,64
Male,170,88
Male,144,83
Female,157,53
Male,147,70
Male,146,69
Female,140,97
Male,155,91
Female,161,89
Male,178,97
Female,156,88
Female,156,72
Male,142,87
Female,170,61
Female,172,96
Male,169,85
Male,159,77
Male,168,65
Male,173,66
Male,153,66
Male,174,68
Female,172,93
Female,172,59
Male,143,89
Male,156,84
Female,174,83
Male,165,87
Female,175,89
Male,173,70
Female,176,50
Female,152,91
Female,147,99
Male,148,59
Male,140,53
Female,161,87
Female,178,99
Male,162,87
Female,165,91
Male,150,65
Female,177,78
Male,161,95
Female,145,66
Male,153,80
Female,145,59
Female,167,93
Female,161,72
Female,145,54
Male,169,99
Male,173,79
Female,158,95
Male,168,90
Female,143,61
Female,176,51
Male,159,67
Male,155,88
Male,171,87
Female,151,54
Female,166,90
Female,156,51
Female,164,83
Female,156,92
Male,144,59
Male,162,69
Female,144,95
Female,176,87
Female,159,73
Female,143,56
Female,176,64
Female,144,58
Female,173,90
Female,153,86
Female,162,90
Male,166,93
Female,167,53
Female,145,89
Female,166,63
Male,159,67
Female,151,76
Male,158,92
Male,141,66
Female,173,65
Male,149,75
Female,176,70
Female,155,97
Female,168,72
Male,175,97
Female,176,64
Female,164,76
Female,162,71
Male,167,89
Female,140,97
Male,161,98
Male,168,84
Female,161,86
Male,154,62
Male,178,99
Male,164,68
Male,164,52
Male,177,84
Male,170,88
Male,160,75
Male,144,70
Male,154,75
Female,149,54
Female,171,71
Female,154,50
Male,145,66
Female,159,52
Female,150,54
Female,149,96
Male,161,76
Male,174,79
Female,148,67
Female,162,73
Female,166,51
Female,140,76
Male,146,86
Female,147,86
Female,157,55
Male,162,51
Female,156,81
Female,163,86
Female,168,84
Male,140,87
Female,141,73
Male,160,61
Male,147,89
Female,163,68
Female,165,73
Male,145,78
Male,170,67
Female,150,90
Female,144,54
Female,143,92
Female,177,94
Male,175,96
Male,167,98
Male,173,61
Female,175,87
Male,144,51
Female,174,82
Male,171,57
Male,167,80
Male,175,64
Female,163,70
Male,162,54
Female,151,52
Female,178,71
Female,174,54
Female,153,69
Female,166,91
Male,146,79
Female,147,66
Male,162,72
Male,146,56
Female,152,68
Male,157,85
Male,179,55
Female,142,73
Female,149,85
Female,168,91
Male,148,52
Female,169,53
Female,166,71
Female,147,61
Male,153,53
Male,172,88
Male,153,98
Male,165,65
Female,174,54
Female,178,97
Male,162,95
Female,174,67
Female,151,53
Male,141,95
Female,175,91
Female,171,61
Female,165,84
Male,155,62
Male,157,61
Male,171,82
Female,154,89
Male,145,61
Female,145,69
Male,164,51
Female,174,52
Male,145,65
Male,169,56
Male,173,91
Female,146,64
Male,150,69
Female,153,95
Female,147,50
Female,144,91
Female,171,98
Female,150,66
Male,141,65
Female,141,64
Male,153,96
Female,169,67
Female,176,96
Female,145,53
Male,168,84
Male,145,53
Female,152,97
Male,146,75
Male,166,62
Male,162,53
Male,179,85
Male,178,86
Female,174,78
Female,157,78
Female,177,90
Male,169,91
Female,143,59
Male,176,72
Male,140,59
Male,143,72
Male,170,68
Female,165,51
Female,164,89
Female,153,56
Female,165,80
Female,178,97
Male,150,65
Female,149,63
Male,152,98
Male,163,69
Female,163,81
Male,169,90
Male,144,50
Male,153,71
Male,146,59
Female,163,63
Female,148,95
Male,160,86
Male,144,75
Female,163,61
Female,173,84
Female,168,79
Male,179,70
Female,147,62
Female,179,70
Female,142,51
Male,151,99
Male,161,91
Male,178,70
Male,146,50
Male,168,63
Female,166,78
Female,172,75
Male,170,66
Male,175,88
Male,160,57
Male,175,88
Male,179,75
Male,166,80
Female,165,60
Female,170,94
Male,164,70
Male,147,55
Male,168,69
Female,158,70
Female,147,64
Male,144,96
Female,164,80
Female,175,64
Female,164,92
Male,148,58
Male,171,93
Male,151,62
Male,171,97
Female,159,91
Male,146,61
Male,147,61
Female,164,63
Female,170,84
Female,167,99
Female,147,60
Female,156,78
Female,155,94
Male,163,77
Female,156,58
Male,144,92
Female,157,69
Male,150,85
Male,168,84
Male,178,75
Female,163,80
Male,168,84
Male,177,95
Female,167,70
Male,167,71
Female,143,69
Male,166,62
Female,179,59
Female,170,69
Male,160,58
Male,152,79
Female,148,85
Male,167,92
Male,156,50
Male,146,76
Male,168,85
Male,146,92
Female,167,73
Male,169,94
Male,177,99
Female,150,84
Male,149,91
Female,141,98
Male,141,56
Male,176,73
Female,154,50
Female,162,63
Male,173,83
Female,175,98
Female,164,51
Male,177,75
Female,140,99
Male,157,86
Male,179,97
Male,140,54
Male,150,78
Male,150,78
Male,178,72
Male,159,68
Male,169,74
Male,167,57
Male,164,66
Male,156,98
Male,172,93
Male,143,55
Female,151,60
Female,144,59
Male,153,81
Female,164,68
Male,169,92
Female,178,97
Male,172,83
Female,150,86
Male,143,96
Female,176,68
Male,154,60
Male,162,50
Female,160,81
Male,148,89
Female,148,74
Male,160,59
Male,164,74
Female,169,62
Male,169,64
Male,169,72
Female,170,87
Female,141,52
